id,image_url,name,website_url,description,date_added,approved,address_id,added_by_user_id
1,https://slycepizzaco.com/wp-content/uploads/2021/04/IMG_0254-1-1-1-400x511.jpg,Slyce Pizza Co.,https://slycepizzaco.com/,Pizza Creations With The Highest Quality Ingredients,8/19/22 0:00,1,1,1
2,https://scontent.fapa1-1.fna.fbcdn.net/v/t31.18172-8/23551028_10156984807817818_3481223647572248205_o.jpg?_nc_cat=106&ccb=1-7&_nc_sid=cdbe9c&_nc_ohc=6kNLa5st-30AX8eUI89&_nc_ht=scontent.fapa1-1.fna&oh=00_AT-75tYofjmOh2siqHA1f20JE0NImlQnjX6Y0ZrXwo47ew&oe=63237F7E,BeauJo's,https://www.beaujos.com/locations/fort-collins/,"The flavors are insanely good. Why? En lieu of sugar, we use honey in the dough and pizza sauce. And the doughâ available in wheat or whiteâ sticks with 100-percent pure olive oil. Did we mention we make the dough fresh every 3-4 hours, every single day? Our dough, then crust, is what Chip, our owner, refers to as â the Containment Systemâ the roll of the crust actually helps contain all your mountain high, mountain pie ingredients!",8/19/22 0:00,1,2,1
3,https://www.windsorbrickovenpizza.com/uploads/1/2/3/2/123229609/editor/free-masonry-icon.jpg?1543016626,Windsor Brick Oven Pizza & Subs,https://www.windsorbrickovenpizza.com/,"Windsor Brick Oven Pizza & Subs in Windsor, Colorado is a locally owned and operated pizzeria, proudly serving the greater Windsor, Colorado area. We take pride in only serving the freshest ingredients! Our vegetables are sliced and diced daily, our dough is made fresh everyday, and our cheeses are grated daily to ensure the best taste!",8/19/22 0:00,1,3,1
4,https://popmenucloud.com/cdn-cgi/image/width%3D412%2Cheight%3D412%2Cfit%3Dscale-down%2Cformat%3Dauto%2Cquality%3D60/bfexzhkw/53db35d1-c41a-4209-929e-e8c9dbb85934.jpeg,Lucy's New York Style Pizza,https://www.lucysnypizza.com/,"Give your family the quality time they need and the down time you want. Have a sit down, family style meal at Lucy's. Here at Lucy's New York Style Pizzeria, our dough is prepped fresh daily. Always hand-made, hand-tossed from the best ingredients, you can taste the authenticity of New York.",8/25/22 13:16,1,6,1
